Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,release_year
Light The Torch,Wilting in the Light,53.0,0.393,0.874,7.0,-5.566,1,0.0582,3.11E-05,0.12,0.378,155.013,228738.0,4,2021
Still Woozy,Window,71.0,0.714,0.483,4.0,-9.378,0,0.195,0.436,0.28,0.67,91.025,139293.0,4,2020
Tired Lion,With Or Without,36.0,0.469,0.759,10.0,-5.119,1,0.0409,0.000357,0.145,0.332,130.045,210629.0,4,2020
U2,With Or Without You,79.0,0.54,0.429,2.0,-11.822,1,0.0285,0.000202,0.141,0.113,110.171,295516.0,4,1987
Shawn Mendes,Wonder,80.0,0.333,0.637,1.0,-4.904,0,0.0581,0.131,0.149,0.132,139.898,172693.0,4,2020
Poor Righteous Teachers,Word Iz Life,52.0,0.738,0.88,10.0,-5.364,0,0.316,0.0175,0.087,0.771,86.99,270240.0,4,1993
Kid Kapichi,Working Man's Town,43.0,0.358,0.866,4.0,-4.639,0,0.051,0.0015,0.515,0.749,150.077,214707.0,4,2023
Crisix,World in a World,28.0,0.408,0.987,1.0,-3.663,0,0.153,0.000125,0.434,0.389,104.966,256880.0,4,2021
Fleetwood Mac,World's in a Tangle,36.0,0.441,0.361,9.0,-13.803,1,0.0717,0.567,0.143,0.513,68.024,325693.0,4,1970
Trousdale,Wouldn't It Be Nice,46.0,0.586,0.269,7.0,-7.672,1,0.0262,0.885,0.0906,0.257,105.809,278541.7,4,2020
Black Mountain,Wucan,44.0,0.524,0.613,1.0,-10.025,1,0.0256,0.0135,0.086,0.443,102.399,362960.0,4,2008
Cayucas,Yeah Yeah Yeah,44.0,0.829,0.512,9.0,-8.849,1,0.0325,0.619,0.0941,0.891,117.973,205922.0,4,2020
"Kishore Kumar, Asha Bhosle",Yeh Raaten Yeh Mausam,12.0,0.505,0.216,4.0,-12.355,0,0.0508,0.976,0.146,0.709,148.791,335266.7,3,1960
Yot Club,YKWIM?,75.0,0.372,0.537,9.0,-7.623,1,0.0305,0.937,0.287,0.228,123.735,212750.0,3,2019
Backstreet Boys,You Can Let Go,31.0,0.521,0.72,11.0,-3.418,1,0.0301,0.0617,0.154,0.454,73.002,354888.3,4,2007
Suicidal Tendencies,You Can't Bring Me Down,55.0,0.281,0.958,4.0,-10.798,0,0.375,0.00195,0.0915,0.0381,136.851,348093.0,4,1990
Sleeping Wolf,You Don't Know What It's Like,31.0,0.488,0.407,2.0,-8.798,0,0.0288,0.057,0.122,0.34,77.522,192533.0,4,2018
Jaden Berry,You Left With My Heart Still Yours,60.0,0.369,0.0576,11.0,-21.441,1,0.0457,0.925,0.118,0.104,183.354,241426.7,3,2021
Hanni El Khatib,You Rascal You,41.0,0.604,0.665,5.0,-7.981,1,0.305,0.516,0.0766,0.48,84.691,141093.0,4,2011
"Doja Cat, The Weeknd",You Right,89.0,0.828,0.621,8.0,-6.414,1,0.0565,0.0164,0.0845,0.436,128.986,310288.3,4,2021
AC/DC,You Shook Me All Night Long,80.0,0.532,0.767,7.0,-5.509,1,0.0574,0.00287,0.39,0.755,127.361,210173.0,4,1980
Ron Gallo,"Young Lady, You're Scaring Me",59.0,0.371,0.921,9.0,-5.533,1,0.0784,0.0113,0.43,0.508,109.675,220538.0,4,2017
Glass Animals,Your Love (Déjà Vu),63.0,0.854,0.671,7.0,-7.158,1,0.0543,0.019,0.105,0.631,107.994,234372.0,4,2020
Chimurenga Renaissance,Zimbabwe,30.0,0.575,0.652,10.0,-7.62,0,0.0921,0.361,0.396,0.629,92.968,204827.0,4,2014
Unearth,Zombie Autopilot,41.0,0.258,0.918,11.0,-5.972,0,0.0701,8.2E-06,0.413,0.253,93.727,249853.0,4,2004
